Title,Platform,Release_Date,Metascore,User_Score,Critic_Review_Count,User_Review_Count,Publisher,Genre,Rating,URL
Vampire: The Masquerade - Bloodhunt,"PC, PlayStation 5",2022-04-27,77,5.5,8,79,Sharkmob,Tactical Third Person Shooter,M,https://www.metacritic.com/game/vampire-the-masquerade-bloodhunt/
Mario Kart 8 Deluxe: Booster Course Pass - Wave 2,Nintendo Switch,2022-08-04,77,6.4,8,24,Nintendo,Auto Racing,Not Rated,https://www.metacritic.com/game/mario-kart-8-deluxe-booster-course-pass-wave-2/
King Arthur: Knight's Tale,"PC, PlayStation 5, Xbox Series X",2022-04-26,77,7.5,35,91,NeocoreGames,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/king-arthur-knights-tale/
Hard West 2,PC,2022-08-04,77,7.3,41,47,Good Shepherd Entertainment,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/hard-west-2/
As Dusk Falls,"Xbox Series X, PC, Xbox One, PlayStation 5, PlayStation 4",2022-07-19,77,7.7,79,457,Xbox Game Studios,Adventure,M,https://www.metacritic.com/game/as-dusk-falls/
Sniper Elite 5,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2022-05-26,77,6.4,60,278,"Rebellion, Sold Out, Game Source Entertainment",Tactical FPS,M,https://www.metacritic.com/game/sniper-elite-5/
Souldiers,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Xbox Series X",2022-06-02,77,6.1,14,28,"Dear Villagers, Plug In Digital",Metroidvania,Not Rated,https://www.metacritic.com/game/souldiers/
MotoGP 22,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2022-04-21,76,5.2,22,25,Milestone S.r.l,Auto Racing Sim,E,https://www.metacritic.com/game/motogp-22/
We Were Here Forever,"Xbox Series X, PC, PlayStation 5, PlayStation 4, Xbox One",2022-05-10,76,7.8,29,59,Total Mayhem Games,First-Person Adventure,Not Rated,https://www.metacritic.com/game/we-were-here-forever/
Grapple Dog,"PC, Nintendo Switch, Xbox Series X",2022-02-10,76,6.6,20,14,"Super Rare Games, H2 Interactive Co., Ltd.",2D Platformer,E,https://www.metacritic.com/game/grapple-dog/
GRID Legends,"PC, Xbox Series X, PlayStation 5, Xbox One, PlayStation 4, Meta Quest",2022-02-25,76,6.3,36,164,Electronic Arts,Auto Racing Sim,E10+,https://www.metacritic.com/game/grid-legends/
WWE 2K22,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2022-03-08,76,7.4,62,259,"2K Games, Take-Two Interactive",Wrestling,T,https://www.metacritic.com/game/wwe-2k22/
Kaiju Wars,"PC, Nintendo Switch, Xbox One, PlayStation 4, Xbox Series X",2022-04-28,76,7.0,15,5,Foolish Mortals Games,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/kaiju-wars/
Ghostrunner: Project_Hel,"PC, PlayStation 5, Xbox Series X, Nintendo Switch, PlayStation 4, Xbox One",2022-03-03,76,7.1,11,35,All in! Games,3D Platformer,Not Rated,https://www.metacritic.com/game/ghostrunner-projecthel/
Lost Judgment: The Kaito Files,"PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2022-03-28,76,8.4,14,36,Sega,Open-World Action,M,https://www.metacritic.com/game/lost-judgment-the-kaito-files/
Dome Keeper,"PC, Xbox Series X",2022-09-27,76,7.5,10,63,Raw Fury,Defense,Not Rated,https://www.metacritic.com/game/dome-keeper/
Knights of Honor II: Sovereign,PC,2022-12-06,76,7.4,16,37,THQ Nordic,Real-Time Strategy,T,https://www.metacritic.com/game/knights-of-honor-ii-sovereign/
FIFA 23,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2022-09-27,76,4.1,75,809,Electronic Arts,Soccer Sim,E,https://www.metacritic.com/game/fifa-23/
Weird West,"PC, PlayStation 4, Xbox One",2022-03-31,76,7.1,55,130,Devolver Digital,Action RPG,Not Rated,https://www.metacritic.com/game/weird-west/
"Trolley Problem, Inc.",PC,2022-04-21,76,6.3,9,9,Yogscast Games,Simulation,Not Rated,https://www.metacritic.com/game/trolley-problem-inc/
Dying Light 2 Stay Human,"Xbox One, PlayStation 4, PC, PlayStation 5, Xbox Series X, Nintendo Switch",2022-02-04,76,7.2,65,3401,"Techland, Spike Chunsoft",Survival,M,https://www.metacritic.com/game/dying-light-2-stay-human/
Sol Cresta,"Nintendo Switch, PC, PlayStation 4",2022-02-22,76,8.1,8,12,"PlatinumGames, Limited Run Games",Vertical Shoot-'Em-Up,E10+,https://www.metacritic.com/game/sol-cresta/
We Are OFK,"PC, PlayStation 5, PlayStation 4, Nintendo Switch",2022-08-18,76,3.8,13,17,"Team OFK, iam8bit",Adventure,M,https://www.metacritic.com/game/we-are-ofk/
Hindsight,"Nintendo Switch, PC, iOS (iPhone/iPad), Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2022-08-04,76,5.4,11,9,Annapurna Interactive,Adventure,Not Rated,https://www.metacritic.com/game/hindsight/
PGA Tour 2K23,"PlayStation 4, Xbox One, PlayStation 5, Xbox Series X, PC",2022-10-11,76,4.9,34,43,"2K Games, Take-Two Interactive",Golf Sim,E,https://www.metacritic.com/game/pga-tour-2k23/
DEADCRAFT,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 4, PlayStation 5",2022-05-19,76,7.2,7,12,"Marvelous Inc., Marvelous Europe",Survival,M,https://www.metacritic.com/game/deadcraft/
Wavetale,"PlayStation 5, PC, Xbox Series X, Nintendo Switch, PlayStation 4, Xbox One",2022-12-12,76,6.6,10,21,Thunderful,Action Adventure,Not Rated,https://www.metacritic.com/game/wavetale/
Midnight Fight Express,"PC, Nintendo Switch, Xbox One, PlayStation 4",2022-08-23,76,7.4,35,85,Humble Games,3D Beat-'Em-Up,Not Rated,https://www.metacritic.com/game/midnight-fight-express/
OPUS: Echo of Starsong,"PC, iOS (iPhone/iPad), Nintendo Switch",2022-05-11,75,8.7,9,24,"SIGONO INC., PM Studios Inc.",Adventure,E,https://www.metacritic.com/game/opus-echo-of-starsong/
PowerWash Simulator,"PC, Xbox Series X, Xbox One, Nintendo Switch, PlayStation 5, PlayStation 4, iOS (iPhone/iPad)",2022-07-14,75,7.2,15,172,"Square Enix Collective, Square Enix",Virtual Career,E,https://www.metacritic.com/game/powerwash-simulator/
Call of Duty: Modern Warfare II,"PC, Xbox Series X, PlayStation 5, PlayStation 4, Xbox One",2022-10-28,75,5.3,61,1493,Activision,Tactical FPS,M,https://www.metacritic.com/game/call-of-duty-modern-warfare-ii/
Gunfire Reborn,Unknown,2022-10-27,75,7.0,10,0,Unknown,Unknown,T,https://www.metacritic.com/game/gunfire-reborn/
Master of Magic,PC,2022-12-13,75,7.0,8,8,Slitherine,4X Strategy,Not Rated,https://www.metacritic.com/game/master-of-magic/
Ghost on the Shore,PC,2022-02-24,75,7.4,7,5,Application Systems Heidelberg,First-Person Adventure,Not Rated,https://www.metacritic.com/game/ghost-on-the-shore/
Doraemon: Story of Seasons - Friends of the Great Kingdom,"Nintendo Switch, PC, PlayStation 5",2022-11-02,75,7.8,16,11,Bandai Namco Games,Virtual Life,E,https://www.metacritic.com/game/doraemon-story-of-seasons-friends-of-the-great/
LEGO Bricktales,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4, iOS (iPhone/iPad), Meta Quest",2022-10-12,75,5.6,27,22,Thunderful,Sandbox,Not Rated,https://www.metacritic.com/game/lego-bricktales/
Jack Move,"PC, Nintendo Switch, PlayStation 4, Xbox One",2022-09-08,75,7.4,8,18,HypeTrain Digital,JRPG,Not Rated,https://www.metacritic.com/game/jack-move/
Cloud Gardens,"PC, Xbox Series X, Xbox One, Nintendo Switch",2022-06-16,75,7.8,7,5,Coatsink Software,Puzzle,E,https://www.metacritic.com/game/cloud-gardens/
Lost Eidolons,"PC, Xbox Series X, Xbox One, PlayStation 5",2022-10-13,75,7.9,13,38,Ocean Drive Studio,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/lost-eidolons/
MADiSON,"PC, PlayStation 5, Xbox Series X, Nintendo Switch, Xbox One, PlayStation 4",2022-07-08,75,8.0,21,351,BLOODIOUS GAMES,First-Person Adventure,Not Rated,https://www.metacritic.com/game/madison/
The Last Hero of Nostalgaia,"Xbox Series X, PC, Xbox One, Nintendo Switch, PlayStation 5, PlayStation 4",2022-10-19,75,6.5,13,15,Coatsink Software,Action Adventure,Not Rated,https://www.metacritic.com/game/the-last-hero-of-nostalgaia/
A Little To The Left,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4, iOS (iPhone/iPad)",2022-11-08,75,7.0,26,79,Secret Mode,Puzzle,E,https://www.metacritic.com/game/a-little-to-the-left/
GhostWire: Tokyo,"PlayStation 5, PC, Xbox Series X",2022-03-22,75,7.1,128,941,Bethesda Softworks,Action Adventure,T,https://www.metacritic.com/game/ghostwire-tokyo/
Moonscars,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2022-09-27,75,7.2,23,85,Humble Games,Metroidvania,Not Rated,https://www.metacritic.com/game/moonscars/
Endling - Extinction is Forever,"iOS (iPhone/iPad), PC, Nintendo Switch, PlayStation 4, Xbox One, PlayStation 5, Xbox Series X",2022-07-19,75,7.7,27,92,"HandyGames, THQ Nordic",Action Adventure,T,https://www.metacritic.com/game/endling-extinction-is-forever/
Chaos;Head Noah / Chaos;Child Double Pack,Nintendo Switch,2022-10-07,75,8.7,8,10,"Spike Chunsoft, Mages., Numskull Games",Compilation,M,https://www.metacritic.com/game/chaoshead-noah-chaoschild-double-pack/
South of the Circle,"iOS (iPhone/iPad), Nintendo Switch, PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2022-08-03,75,5.9,22,36,11 bit studios,Adventure,Not Rated,https://www.metacritic.com/game/south-of-the-circle/
Zombie Rollerz: Pinball Heroes,"iOS (iPhone/iPad), Nintendo Switch, PC, PlayStation 5, Xbox Series X",2022-03-02,74,,12,0,Daedalic Entertainment,Pinball,E,https://www.metacritic.com/game/zombie-rollerz-pinball-heroes/
Chrono Cross: The Radical Dreamers Edition,"Nintendo Switch, PlayStation 4, Xbox One, PC",2022-04-07,74,5.8,39,69,Square Enix,JRPG,T,https://www.metacritic.com/game/chrono-cross-the-radical-dreamers-edition/
The Sims 4: High School Years,"PlayStation 4, PC, Xbox One",2022-07-28,74,3.5,9,8,Electronic Arts,Virtual Life,T,https://www.metacritic.com/game/the-sims-4-high-school-years/
You Suck at Parking,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2022-09-14,74,5.6,10,26,"Happy Volcano, Fireshine Games",Auto Racing,E,https://www.metacritic.com/game/you-suck-at-parking/
Foretales,"PC, Nintendo Switch, iOS (iPhone/iPad)",2022-09-15,74,7.2,14,9,"Dear Villagers, Plug In Digital",Card Battle,Not Rated,https://www.metacritic.com/game/foretales/
Loopmancer,"PC, Nintendo Switch, PlayStation 4, Xbox One",2022-07-13,74,7.3,11,8,"eBrain Studio, E-Home Entertainment",2D Platformer,Not Rated,https://www.metacritic.com/game/loopmancer/
Potion Craft: Alchemist Simulator,"PC, Xbox Series X, Xbox One, Nintendo Switch, PlayStation 4, PlayStation 5",2022-12-13,74,7.2,13,102,tinyBuild,Virtual Career,Not Rated,https://www.metacritic.com/game/potion-craft-alchemist-simulator/
Monster Energy Supercross - The Official Videogame 5,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2022-03-17,74,5.6,16,18,Milestone S.r.l,Auto Racing Sim,E,https://www.metacritic.com/game/monster-energy-supercross-the-official-videogame-5/
Loot River,"Xbox Series X, PC, Xbox One, PlayStation 5, PlayStation 4",2022-05-03,74,5.1,21,13,straka.studio,Roguelike,Not Rated,https://www.metacritic.com/game/loot-river/
WRC Generations,"PC, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One, Nintendo Switch",2022-11-03,74,7.0,10,57,"Nacon, 3goo",Auto Racing Sim,E,https://www.metacritic.com/game/wrc-generations/
Soul Hackers 2,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2022-08-24,74,6.9,55,179,"Sega, Atlus",JRPG,M,https://www.metacritic.com/game/soul-hackers-2/
"Warhammer 40,000: Darktide","Xbox Series X, PC, PlayStation 5",2022-11-30,74,5.5,75,249,Fatshark,FPS,M,https://www.metacritic.com/game/warhammer-40000-darktide/
SD Gundam Battle Alliance,"Nintendo Switch, PC, Xbox Series X, PlayStation 5, PlayStation 4, Xbox One",2022-08-25,74,7.2,14,25,Bandai Namco Games,Action RPG,T,https://www.metacritic.com/game/sd-gundam-battle-alliance/
Ooblets,"PC, Xbox One, Nintendo Switch",2022-09-01,74,7.1,25,31,"Glumberland, Fangamer",Trainer RPG,E,https://www.metacritic.com/game/ooblets/
Prinny Presents NIS Classics Vol. 2,"Nintendo Switch, PC",2022-05-10,74,,11,0,NIS America,Compilation,T,https://www.metacritic.com/game/prinny-presents-nis-classics-vol-2/
Frogun,"PC, Xbox Series X, Xbox One, Nintendo Switch, PlayStation 5, PlayStation 4",2022-08-02,74,6.7,9,7,"Top Hat Studios Inc, Limited Run Games, Clear River Games",3D Platformer,E,https://www.metacritic.com/game/frogun/
Flat Eye,PC,2022-11-14,74,,8,0,Raw Fury,Tycoon,Not Rated,https://www.metacritic.com/game/flat-eye/
Ultra Kaiju Monster Rancher,Nintendo Switch,2022-10-20,74,3.8,16,48,Bandai Namco Games,Trainer RPG,E10+,https://www.metacritic.com/game/ultra-kaiju-monster-rancher/
Potion Permit,"Nintendo Switch, Xbox One, PlayStation 4, PC, PlayStation 5, Xbox Series X, iOS (iPhone/iPad)",2022-09-22,74,6.6,22,33,"PQube, Phoenixx Inc.",RPG,E,https://www.metacritic.com/game/potion-permit/
RPG Time: The Legend of Wright,"Xbox One, Xbox Series X, PC, Nintendo Switch, PlayStation 4",2022-08-18,74,,10,0,Aniplex Inc.,RPG,E10+,https://www.metacritic.com/game/rpg-time-the-legend-of-wright/
Tanuki Sunset,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4, Nintendo Switch",2022-11-04,74,,7,0,Digerati Distribution,Arcade Racing,E,https://www.metacritic.com/game/tanuki-sunset/
Let's Build a Zoo,"PC, Xbox Series X, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One",2022-09-29,74,6.8,9,23,"No More Robots, Merge Games",Tycoon,E10+,https://www.metacritic.com/game/lets-build-a-zoo/
Harvestella,"Nintendo Switch, PC",2022-11-04,73,7.7,47,113,Square Enix,Action RPG,T,https://www.metacritic.com/game/harvestella/
Coromon,"PC, Nintendo Switch, iOS (iPhone/iPad)",2022-03-31,73,7.6,16,46,"Freedom Games, indie.io",Trainer RPG,Not Rated,https://www.metacritic.com/game/coromon/
Tom Clancy's Rainbow Six Extraction,"PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X",2022-01-20,73,5.2,49,214,Ubisoft,Tactical FPS,M,https://www.metacritic.com/game/tom-clancys-rainbow-six-extraction/
FAR: Changing Tides,"PlayStation 5, PlayStation 4, PC, Xbox Series X, Nintendo Switch, Xbox One",2022-03-01,73,6.9,27,86,"Frontier Foundry, Frontier Developments",Linear Action Adventure,E,https://www.metacritic.com/game/far-changing-tides/
Eternal Threads,"PC, PlayStation 4, Xbox One, Nintendo Switch, Xbox Series X, PlayStation 5",2022-05-19,73,6.0,31,28,Secret Mode,First-Person Adventure,Not Rated,https://www.metacritic.com/game/eternal-threads/
Resident Evil Village: Winters' Expansion,"Nintendo Switch, PlayStation 5, Xbox Series X, PC, Xbox One, PlayStation 4",2022-10-28,73,6.6,37,135,Capcom,Survival,Not Rated,https://www.metacritic.com/game/resident-evil-village-winters-expansion/
Fobia - St. Dinfna Hotel,"PC, Xbox One, Xbox Series X, PlayStation 4, PlayStation 5",2022-06-28,73,8.0,22,75,"Maximum Games, Modus Games",Survival,M,https://www.metacritic.com/game/fobia-st-dinfna-hotel/
Paradigm Paradox,Nintendo Switch,2022-10-27,73,,7,0,"Aksys Games, Idea Factory",Visual Novel,T,https://www.metacritic.com/game/paradigm-paradox/
Floodland,PC,2022-11-15,73,7.1,26,8,Ravenscourt,Management,Not Rated,https://www.metacritic.com/game/floodland/
Martha is Dead,"PC, Xbox Series X, PlayStation 5, Xbox One, PlayStation 4",2022-02-24,73,7.1,32,122,Wired Productions,First-Person Adventure,M,https://www.metacritic.com/game/martha-is-dead/
Sword and Fairy: Together Forever,"PC, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2022-08-04,73,7.5,21,48,"EastAsiaSoft, Serenity Forge, Game Source Entertainment",Action RPG,T,https://www.metacritic.com/game/sword-and-fairy-together-forever/
Outriders Worldslayer,"PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, PC",2022-06-30,73,5.7,23,21,Square Enix,Third Person Shooter,M,https://www.metacritic.com/game/outriders-worldslayer/
Arcade Paradise,"PC, PlayStation 5, Xbox Series X, Nintendo Switch, Xbox One, PlayStation 4",2022-08-11,73,6.6,13,53,Wired Productions,Virtual Career,T,https://www.metacritic.com/game/arcade-paradise/
The Valiant,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2022-10-19,73,6.2,15,13,THQ Nordic,Real-Time Strategy,T,https://www.metacritic.com/game/the-valiant/
Mario Kart 8 Deluxe: Booster Course Pass - Wave 1,Nintendo Switch,2022-03-18,73,6.5,11,48,Nintendo,Auto Racing,E,https://www.metacritic.com/game/mario-kart-8-deluxe-booster-course-pass-wave-1/
JoJo's Bizarre Adventure: All-Star Battle R,"PlayStation 5, PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One, PC",2022-09-02,73,7.5,32,103,Bandai Namco Games,3D Fighting,T,https://www.metacritic.com/game/jojos-bizarre-adventure-all-star-battle-r/
Evil West,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2022-11-22,73,6.9,46,518,Focus Entertainment,Third Person Shooter,M,https://www.metacritic.com/game/evil-west/
Temtem,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X, Nintendo Switch",2022-09-06,73,6.1,17,47,"Humble Games, Playism",Trainer RPG,E10+,https://www.metacritic.com/game/temtem/
Mario Strikers: Battle League,Nintendo Switch,2022-06-10,73,4.6,118,533,Nintendo,Soccer,E10+,https://www.metacritic.com/game/mario-strikers-battle-league/
GigaBash,"PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X",2022-08-05,73,6.9,11,15,"Passion Republic, Limited Run Games",3D Fighting,E10+,https://www.metacritic.com/game/gigabash/
Headland,"iOS (iPhone/iPad), Nintendo Switch, PC",2022-01-13,73,,8,0,Northplay ApS,Action Adventure,E,https://www.metacritic.com/game/headland/
"Honey, I Joined a Cult",PC,2022-11-03,72,6.0,11,9,Team17,Tycoon,Not Rated,https://www.metacritic.com/game/honey-i-joined-a-cult/
Evil Dead: The Game,"PlayStation 5, PlayStation 4, Xbox Series X, PC, Xbox One, Nintendo Switch",2022-05-13,72,7.0,42,167,"Saber Interactive, H2 Interactive Co., Ltd.",Survival,M,https://www.metacritic.com/game/evil-dead-the-game/
The Serpent Rogue,"PC, Nintendo Switch, PlayStation 5, Xbox Series X",2022-04-26,72,5.3,7,4,Team17,Action Adventure,Not Rated,https://www.metacritic.com/game/the-serpent-rogue/
Dragon Quest Treasures,"Nintendo Switch, PC",2022-12-09,72,7.3,60,69,Square Enix,JRPG,E10+,https://www.metacritic.com/game/dragon-quest-treasures/
Yomawari: Lost in the Dark,"PlayStation 4, Nintendo Switch, PC",2022-10-25,72,6.8,10,13,"NIS America, Nippon Ichi Software",Action Adventure,T,https://www.metacritic.com/game/yomawari-lost-in-the-dark/
Submerged: Hidden Depths,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One",2022-03-10,72,5.9,11,8,"Uppercut Games Pty Ltd, Rainy Frog",Third-Person Adventure,E,https://www.metacritic.com/game/submerged-hidden-depths/
Sunday Gold,PC,2022-10-13,72,6.1,35,10,Team17,Turn-Based Strategy,Not Rated,https://www.metacritic.com/game/sunday-gold/
Hooked on You: A Dead by Daylight Dating Sim,PC,2022-08-03,72,6.3,7,15,Behaviour Interactive,Visual Novel,T,https://www.metacritic.com/game/hooked-on-you-a-dead-by-daylight-dating-sim/
Ground Divers!,Nintendo Switch,2022-06-30,72,,7,0,Arc System Works,Action Puzzle,E,https://www.metacritic.com/game/ground-divers/
Salt and Sacrifice,"PlayStation 5, PlayStation 4, PC, Nintendo Switch",2022-05-10,72,4.7,41,146,Ska Studios,Metroidvania,Not Rated,https://www.metacritic.com/game/salt-and-sacrifice/
Nintendo Switch Sports,Nintendo Switch,2022-04-29,72,6.0,118,370,Nintendo,Athletics,E10+,https://www.metacritic.com/game/nintendo-switch-sports/
Stranger of Paradise: Final Fantasy Origin,"PlayStation 5, Xbox Series X, PlayStation 4, Xbox One, PC",2022-03-15,72,6.6,94,532,"Square Enix, Koei Tecmo Games",Action RPG,M,https://www.metacritic.com/game/stranger-of-paradise-final-fantasy-origin/
Pupperazzi,"PC, Xbox One, Nintendo Switch",2022-01-20,72,5.0,14,12,Kitfox Games,Open-World Action,Not Rated,https://www.metacritic.com/game/pupperazzi/
The Battle of Polytopia,"iOS (iPhone/iPad), PC, Nintendo Switch",2022-10-12,72,8.0,7,24,Midjiwan,4X Strategy,E10+,https://www.metacritic.com/game/the-battle-of-polytopia/
Bear and Breakfast,"Nintendo Switch, PC, PlayStation 5, PlayStation 4",2022-07-28,72,6.0,15,30,Armor Games,Tycoon,Not Rated,https://www.metacritic.com/game/bear-and-breakfast/
